query_id,config,type,both_hit@3,both_hit@5,both_hit@10
COMPOUND-B-CSE422-04,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE422-05,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE422-06,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE422-07,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE422-08,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE422-09,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE422-10,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE422-11,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE422-12,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE422-13,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE422-14,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE422-15,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE422-16,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE422-17,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE422-18,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE422-19,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE422-20,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-03,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-04,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-05,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-06,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-07,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-08,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-09,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-10,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-11,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-12,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-13,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-14,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-15,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-16,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-17,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-18,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-19,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-20,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-21,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-22,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-23,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE423-24,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE424-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE424-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE425-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE425-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE425-03,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE425-04,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE425-05,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE425-06,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE426-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE426-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE427-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE427-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE427-03,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE427-04,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE427-05,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE427-06,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE427-07,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE427-08,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE427-09,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE427-11,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE428-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE428-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE428-03,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE428-04,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE428-05,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE437-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE437-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE437-03,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE437-04,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE437-05,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE437-06,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE437-07,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE437-08,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE437-10,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE440-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE440-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE440-03,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE440-04,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE443-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE443-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE446-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE447-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE447-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE447-03,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE449-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE460-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE460-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE460-03,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE460-04,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE460-05,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE460-06,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE460-07,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE460-08,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE460-09,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE460-10,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE460-11,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE460-12,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE461-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE461-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE461-03,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE461-04,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE461-05,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE461-06,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE461-07,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE461-08,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE461-09,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE463-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE463-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE463-03,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-03,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-04,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-05,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-06,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-07,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-08,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-09,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-10,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-11,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-12,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-13,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-15,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-16,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-18,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE470-19,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE471-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE471-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE471-03,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE471-04,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE471-07,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE471-08,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE471-09,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE471-10,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE471-11,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE471-14,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE471-15,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE472-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE481-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE489-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE490A-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE490B-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE490D-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE708-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE710-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE713-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE715-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE717-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE721-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE726-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE729-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE751-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE753-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE754-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE756-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE758-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE761-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE773-01,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE791-02,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE791-03,bm25_only,faculty_room,False,False,False
COMPOUND-B-CSE799B-01,bm25_only,faculty_room,False,False,False
COMPOUND-A-CSE111,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE220,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE221,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE250,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE251,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE260,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE310,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE321,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE330,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE331,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE340,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE341,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE350,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE360,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE370,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE391,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE420,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE421,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE422,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE423,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE430,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE460,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE461,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE470,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE471,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-A-CSE489,full_hybrid,prereq_coordinator,True,True,True
COMPOUND-B-CSE101-01,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE101-02,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE101-03,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE101-04,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE101-05,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE101-06,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE101-07,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-01,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-02,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-03,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-04,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-05,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-06,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-07,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-08,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-09,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-10,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-11,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-12,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-13,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-14,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-15,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-16,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-17,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-18,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-19,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE110-20,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE111-01,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE111-02,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE111-03,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE111-04,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE111-05,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE111-06,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE111-07,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE111-08,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE111-09,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE111-10,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE111-11,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE111-12,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE111-13,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE111-14,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-01,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-02,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-03,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-04,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-05,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-06,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-07,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-08,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-09,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-10,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-11,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-12,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-13,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-14,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-15,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-16,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-17,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-18,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-19,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE220-20,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-01,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-02,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-03,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-04,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-05,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-06,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-07,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-09,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-10,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-11,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-12,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-13,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-14,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-15,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-16,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-17,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-18,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE221-19,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE230-01,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE230-02,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE230-03,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE230-04,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE230-05,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE230-06,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE230-07,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE230-08,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE230-09,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE230-10,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE230-11,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-01A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-01B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-02A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-02B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-03A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-03B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-04A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-04B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-05A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-05B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-06A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-06B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-07A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-07B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-08A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-08B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-09A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-09B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-10A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE250-10B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE251-01A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE251-01B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE251-02A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE251-03A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE251-03B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE251-04A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE251-04B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE251-05A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE251-05B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE251-06A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE251-06B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE251-07A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE251-08A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE251-08B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE251-09A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE251-09B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-01A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-01B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-02A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-02B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-03A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-03B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-04A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-04B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-05A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-05B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-06A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-06B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-07A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-07B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-08A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-08B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-09A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-09B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-10A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-10B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-11A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-11B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-12A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-12B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-13A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-13B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-14A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-14B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-15A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-15B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-16A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-16B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-17A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-17B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-18A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-18B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-19A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-19B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-20A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-20B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-21A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-21B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-22A,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE260-22B,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE320-01,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE320-02,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE320-03,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE320-04,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE320-05,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE320-06,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE320-07,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE320-08,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE320-09,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE320-10,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE320-11,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE320-12,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE320-13,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE320-14,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-01,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-02,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-03,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-04,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-05,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-06,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-07,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-08,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-09,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-10,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-11,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-12,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-13,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-14,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-15,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-16,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-17,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-18,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-19,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-20,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-21,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-23,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE321-24,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE330-01,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE330-02,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE330-03,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE330-04,full_hybrid,faculty_room,False,False,False
COMPOUND-B-CSE330-05,full_hybrid,faculty_room,False,False,False
