query_id,config,is_entity_heavy,recall@1,recall@3,recall@5,mrr,ndcg@5,ndcg@10
Q149,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q150,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q151,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q152,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q153,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q154,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q155,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q156,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q157,gte_moderncolbert,True,1.0,1.0,1.0,1.0,0.7860137352654724,0.9098765634739489
Q158,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q159,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q160,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q161,gte_moderncolbert,True,1.0,1.0,1.0,1.0,0.7860137352654724,0.9196461703481416
Q162,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q163,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q164,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,0.9971876401972101
Q165,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q166,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q167,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q168,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q169,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q170,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q171,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q172,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q173,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q174,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q175,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q176,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q177,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q178,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q179,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q180,gte_moderncolbert,True,1.0,1.0,1.0,1.0,0.8687949224876582,0.9752652438087495
Q181,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q182,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q183,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q184,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q185,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q186,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q187,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q188,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q189,gte_moderncolbert,True,1.0,1.0,1.0,1.0,0.6131471927654584,0.8315546295836225
Q190,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q191,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q192,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q193,gte_moderncolbert,True,1.0,1.0,1.0,1.0,0.6131471927654584,0.7903864795495061
Q194,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q195,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q196,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q197,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q198,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q199,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
Q200,gte_moderncolbert,True,1.0,1.0,1.0,1.0,1.0,1.0
