route,signal,threshold,tp,fp,fn,tn,precision,recall,f1,accuracy
open_ended,query_confidence,0.1323,105,111,80,76,0.4861111111111111,0.5675675675675675,0.5236907730673316,0.48655913978494625
open_ended,query_confidence,0.1326,106,112,79,75,0.48623853211009177,0.572972972972973,0.5260545905707196,0.48655913978494625
open_ended,query_confidence,0.1327,107,112,78,75,0.4885844748858447,0.5783783783783784,0.5297029702970297,0.489247311827957
open_ended,query_confidence,0.1328,107,113,78,74,0.4863636363636364,0.5783783783783784,0.528395061728395,0.48655913978494625
open_ended,query_confidence,0.1334,109,115,76,72,0.48660714285714285,0.5891891891891892,0.5330073349633252,0.48655913978494625
open_ended,query_confidence,0.1357,109,115,76,72,0.48660714285714285,0.5891891891891892,0.5330073349633252,0.48655913978494625
open_ended,query_confidence,0.1361,110,116,75,71,0.48672566371681414,0.5945945945945946,0.535279805352798,0.48655913978494625
open_ended,query_confidence,0.1363,111,116,74,71,0.4889867841409692,0.6,0.5388349514563107,0.489247311827957
open_ended,query_confidence,0.1377,111,116,74,71,0.4889867841409692,0.6,0.5388349514563107,0.489247311827957
open_ended,query_confidence,0.1382,111,117,74,70,0.4868421052631579,0.6,0.5375302663438257,0.48655913978494625
open_ended,query_confidence,0.1405,112,117,73,70,0.4890829694323144,0.6054054054054054,0.5410628019323671,0.489247311827957
open_ended,query_confidence,0.1418,114,117,71,70,0.4935064935064935,0.6162162162162163,0.548076923076923,0.4946236559139785
open_ended,query_confidence,0.1427,114,118,71,69,0.49137931034482757,0.6162162162162163,0.5467625899280575,0.49193548387096775
open_ended,query_confidence,0.1439,115,118,70,69,0.49356223175965663,0.6216216216216216,0.5502392344497608,0.4946236559139785
open_ended,query_confidence,0.148,116,118,69,69,0.49572649572649574,0.6270270270270271,0.5536992840095466,0.49731182795698925
open_ended,query_confidence,0.1487,116,118,69,69,0.49572649572649574,0.6270270270270271,0.5536992840095466,0.49731182795698925
open_ended,query_confidence,0.1496,117,118,68,69,0.4978723404255319,0.6324324324324324,0.5571428571428572,0.5
open_ended,query_confidence,0.1508,118,118,67,69,0.5,0.6378378378378379,0.5605700712589073,0.5026881720430108
open_ended,query_confidence,0.151,120,118,65,69,0.5042016806722689,0.6486486486486487,0.5673758865248227,0.5080645161290323
open_ended,query_confidence,0.1516,120,118,65,69,0.5042016806722689,0.6486486486486487,0.5673758865248227,0.5080645161290323
open_ended,query_confidence,0.1524,120,119,65,68,0.502092050209205,0.6486486486486487,0.5660377358490566,0.5053763440860215
open_ended,query_confidence,0.1536,120,121,65,66,0.4979253112033195,0.6486486486486487,0.5633802816901409,0.5
open_ended,query_confidence,0.1537,120,122,65,65,0.49586776859504134,0.6486486486486487,0.5620608899297423,0.49731182795698925
open_ended,query_confidence,0.1569,120,124,65,63,0.4918032786885246,0.6486486486486487,0.5594405594405594,0.49193548387096775
open_ended,query_confidence,0.1585,120,124,65,63,0.4918032786885246,0.6486486486486487,0.5594405594405594,0.49193548387096775
open_ended,query_confidence,0.1586,121,125,64,62,0.491869918699187,0.654054054054054,0.5614849187935035,0.49193548387096775
open_ended,query_confidence,0.1626,121,125,64,62,0.491869918699187,0.654054054054054,0.5614849187935035,0.49193548387096775
open_ended,query_confidence,0.1635,123,125,62,62,0.4959677419354839,0.6648648648648648,0.5681293302540416,0.49731182795698925
open_ended,query_confidence,0.1655,123,126,62,61,0.4939759036144578,0.6648648648648648,0.5668202764976958,0.4946236559139785
open_ended,query_confidence,0.1663,123,126,62,61,0.4939759036144578,0.6648648648648648,0.5668202764976958,0.4946236559139785
open_ended,query_confidence,0.1678,125,126,60,61,0.49800796812749004,0.6756756756756757,0.573394495412844,0.5
open_ended,query_confidence,0.1713,126,126,59,61,0.5,0.6810810810810811,0.5766590389016018,0.5026881720430108
open_ended,query_confidence,0.1731,126,126,59,61,0.5,0.6810810810810811,0.5766590389016018,0.5026881720430108
open_ended,query_confidence,0.1736,127,127,58,60,0.5,0.6864864864864865,0.5785876993166287,0.5026881720430108
open_ended,query_confidence,0.1746,127,127,58,60,0.5,0.6864864864864865,0.5785876993166287,0.5026881720430108
open_ended,query_confidence,0.1768,127,128,58,59,0.4980392156862745,0.6864864864864865,0.5772727272727273,0.5
open_ended,query_confidence,0.1799,128,129,57,58,0.4980544747081712,0.6918918918918919,0.579185520361991,0.5
open_ended,query_confidence,0.1801,128,130,57,57,0.49612403100775193,0.6918918918918919,0.5778781038374717,0.49731182795698925
open_ended,query_confidence,0.1828,128,131,57,56,0.4942084942084942,0.6918918918918919,0.5765765765765767,0.4946236559139785
open_ended,query_confidence,0.1834,128,131,57,56,0.4942084942084942,0.6918918918918919,0.5765765765765767,0.4946236559139785
open_ended,query_confidence,0.1845,129,131,56,56,0.49615384615384617,0.6972972972972973,0.5797752808988764,0.49731182795698925
open_ended,query_confidence,0.185,129,132,56,55,0.4942528735632184,0.6972972972972973,0.57847533632287,0.4946236559139785
open_ended,query_confidence,0.1873,130,133,55,54,0.49429657794676807,0.7027027027027027,0.5803571428571429,0.4946236559139785
open_ended,query_confidence,0.1902,130,133,55,54,0.49429657794676807,0.7027027027027027,0.5803571428571429,0.4946236559139785
open_ended,query_confidence,0.1914,131,134,54,53,0.49433962264150944,0.7081081081081081,0.5822222222222222,0.4946236559139785
open_ended,query_confidence,0.1929,131,135,54,52,0.4924812030075188,0.7081081081081081,0.580931263858093,0.49193548387096775
open_ended,query_confidence,0.1934,132,135,53,52,0.4943820224719101,0.7135135135135136,0.5840707964601769,0.4946236559139785
open_ended,query_confidence,0.1935,133,136,52,51,0.4944237918215613,0.7189189189189189,0.5859030837004405,0.4946236559139785
open_ended,query_confidence,0.2013,133,137,52,50,0.4925925925925926,0.7189189189189189,0.5846153846153845,0.49193548387096775
open_ended,query_confidence,0.2016,134,137,51,50,0.4944649446494465,0.7243243243243244,0.5877192982456141,0.4946236559139785
open_ended,query_confidence,0.2023,135,137,50,50,0.4963235294117647,0.7297297297297297,0.5908096280087528,0.49731182795698925
open_ended,query_confidence,0.2046,135,138,50,49,0.4945054945054945,0.7297297297297297,0.5895196506550218,0.4946236559139785
open_ended,query_confidence,0.2055,135,138,50,49,0.4945054945054945,0.7297297297297297,0.5895196506550218,0.4946236559139785
open_ended,query_confidence,0.2063,136,138,49,49,0.49635036496350365,0.7351351351351352,0.5925925925925926,0.49731182795698925
open_ended,query_confidence,0.2106,136,140,49,47,0.4927536231884058,0.7351351351351352,0.5900216919739697,0.49193548387096775
open_ended,query_confidence,0.2149,136,140,49,47,0.4927536231884058,0.7351351351351352,0.5900216919739697,0.49193548387096775
open_ended,query_confidence,0.2267,137,141,48,46,0.49280575539568344,0.7405405405405405,0.5917926565874729,0.49193548387096775
open_ended,query_confidence,0.2306,137,142,48,45,0.4910394265232975,0.7405405405405405,0.5905172413793104,0.489247311827957
open_ended,query_confidence,0.2368,137,142,48,45,0.4910394265232975,0.7405405405405405,0.5905172413793104,0.489247311827957
open_ended,query_confidence,0.238,137,143,48,44,0.48928571428571427,0.7405405405405405,0.589247311827957,0.48655913978494625
open_ended,query_confidence,0.2413,138,144,47,43,0.48936170212765956,0.745945945945946,0.5910064239828694,0.48655913978494625
open_ended,query_confidence,0.242,138,144,47,43,0.48936170212765956,0.745945945945946,0.5910064239828694,0.48655913978494625
open_ended,query_confidence,0.2426,138,145,47,42,0.4876325088339223,0.745945945945946,0.5897435897435898,0.4838709677419355
open_ended,query_confidence,0.2438,138,147,47,40,0.4842105263157895,0.745945945945946,0.5872340425531914,0.478494623655914
open_ended,query_confidence,0.2439,139,147,46,40,0.486013986013986,0.7513513513513513,0.5902335456475585,0.48118279569892475
open_ended,query_confidence,0.2461,139,147,46,40,0.486013986013986,0.7513513513513513,0.5902335456475585,0.48118279569892475
open_ended,query_confidence,0.2463,140,148,45,39,0.4861111111111111,0.7567567567567568,0.5919661733615222,0.48118279569892475
open_ended,query_confidence,0.2508,140,148,45,39,0.4861111111111111,0.7567567567567568,0.5919661733615222,0.48118279569892475
open_ended,query_confidence,0.2519,141,148,44,39,0.48788927335640137,0.7621621621621621,0.5949367088607596,0.4838709677419355
open_ended,query_confidence,0.2554,141,149,44,38,0.4862068965517241,0.7621621621621621,0.5936842105263158,0.48118279569892475
open_ended,query_confidence,0.2576,141,151,44,36,0.4828767123287671,0.7621621621621621,0.5911949685534591,0.47580645161290325
open_ended,query_confidence,0.2584,142,151,43,36,0.48464163822525597,0.7675675675675676,0.5941422594142259,0.478494623655914
open_ended,query_confidence,0.2594,142,151,43,36,0.48464163822525597,0.7675675675675676,0.5941422594142259,0.478494623655914
open_ended,query_confidence,0.2643,142,152,43,35,0.48299319727891155,0.7675675675675676,0.5929018789144049,0.47580645161290325
open_ended,query_confidence,0.2646,143,152,42,35,0.4847457627118644,0.772972972972973,0.5958333333333333,0.478494623655914
open_ended,query_confidence,0.2659,143,153,42,34,0.4831081081081081,0.772972972972973,0.5945945945945946,0.47580645161290325
open_ended,query_confidence,0.2672,143,154,42,33,0.48148148148148145,0.772972972972973,0.5933609958506223,0.4731182795698925
open_ended,query_confidence,0.2706,143,156,42,31,0.4782608695652174,0.772972972972973,0.5909090909090909,0.46774193548387094
open_ended,query_confidence,0.2708,143,157,42,30,0.4766666666666667,0.772972972972973,0.5896907216494846,0.4650537634408602
open_ended,query_confidence,0.2734,143,157,42,30,0.4766666666666667,0.772972972972973,0.5896907216494846,0.4650537634408602
open_ended,query_confidence,0.2795,144,158,41,29,0.4768211920529801,0.7783783783783784,0.5913757700205339,0.4650537634408602
open_ended,query_confidence,0.2811,144,158,41,29,0.4768211920529801,0.7783783783783784,0.5913757700205339,0.4650537634408602
open_ended,query_confidence,0.2821,144,159,41,28,0.4752475247524752,0.7783783783783784,0.5901639344262295,0.46236559139784944
open_ended,query_confidence,0.2845,145,159,40,28,0.4769736842105263,0.7837837837837838,0.5930470347648261,0.4650537634408602
open_ended,query_confidence,0.2854,146,160,39,27,0.477124183006536,0.7891891891891892,0.594704684317719,0.4650537634408602
open_ended,query_confidence,0.2873,147,160,38,27,0.4788273615635179,0.7945945945945946,0.5975609756097561,0.46774193548387094
open_ended,query_confidence,0.2884,147,161,38,26,0.4772727272727273,0.7945945945945946,0.5963488843813387,0.4650537634408602
open_ended,query_confidence,0.2888,147,161,38,26,0.4772727272727273,0.7945945945945946,0.5963488843813387,0.4650537634408602
open_ended,query_confidence,0.2928,149,161,36,26,0.4806451612903226,0.8054054054054054,0.602020202020202,0.47043010752688175
open_ended,query_confidence,0.2977,149,162,36,25,0.4790996784565916,0.8054054054054054,0.6008064516129031,0.46774193548387094
open_ended,query_confidence,0.2985,149,162,36,25,0.4790996784565916,0.8054054054054054,0.6008064516129031,0.46774193548387094
open_ended,query_confidence,0.3075,149,163,36,24,0.4775641025641026,0.8054054054054054,0.5995975855130784,0.4650537634408602
open_ended,query_confidence,0.3108,150,164,35,23,0.47770700636942676,0.8108108108108109,0.6012024048096193,0.4650537634408602
open_ended,query_confidence,0.3131,151,164,34,23,0.4793650793650794,0.8162162162162162,0.6040000000000001,0.46774193548387094
open_ended,query_confidence,0.3162,151,164,34,23,0.4793650793650794,0.8162162162162162,0.6040000000000001,0.46774193548387094
open_ended,query_confidence,0.3186,151,165,34,22,0.4778481012658228,0.8162162162162162,0.6027944111776447,0.4650537634408602
open_ended,query_confidence,0.3189,151,167,34,20,0.4748427672955975,0.8162162162162162,0.6003976143141153,0.4596774193548387
open_ended,query_confidence,0.3241,151,167,34,20,0.4748427672955975,0.8162162162162162,0.6003976143141153,0.4596774193548387
open_ended,query_confidence,0.3256,152,168,33,19,0.475,0.8216216216216217,0.601980198019802,0.4596774193548387
open_ended,query_confidence,0.3269,152,168,33,19,0.475,0.8216216216216217,0.601980198019802,0.4596774193548387
open_ended,query_confidence,0.3279,153,168,32,19,0.4766355140186916,0.827027027027027,0.6047430830039526,0.46236559139784944
open_ended,query_confidence,0.3284,154,169,31,18,0.47678018575851394,0.8324324324324325,0.6062992125984251,0.46236559139784944
open_ended,query_confidence,0.3294,154,169,31,18,0.47678018575851394,0.8324324324324325,0.6062992125984251,0.46236559139784944
open_ended,query_confidence,0.3332,154,171,31,16,0.47384615384615386,0.8324324324324325,0.6039215686274509,0.45698924731182794
open_ended,query_confidence,0.3387,154,171,31,16,0.47384615384615386,0.8324324324324325,0.6039215686274509,0.45698924731182794
open_ended,query_confidence,0.3422,156,171,29,16,0.47706422018348627,0.8432432432432433,0.609375,0.46236559139784944
open_ended,query_confidence,0.3454,156,172,29,15,0.47560975609756095,0.8432432432432433,0.6081871345029239,0.4596774193548387
open_ended,query_confidence,0.3505,156,172,29,15,0.47560975609756095,0.8432432432432433,0.6081871345029239,0.4596774193548387
open_ended,query_confidence,0.3531,157,173,28,14,0.47575757575757577,0.8486486486486486,0.6097087378640776,0.4596774193548387
open_ended,query_confidence,0.363,158,173,27,14,0.4773413897280967,0.8540540540540541,0.6124031007751939,0.46236559139784944
open_ended,query_confidence,0.364,158,173,27,14,0.4773413897280967,0.8540540540540541,0.6124031007751939,0.46236559139784944
open_ended,query_confidence,0.3642,159,173,26,14,0.4789156626506024,0.8594594594594595,0.6150870406189555,0.4650537634408602
open_ended,query_confidence,0.3662,159,174,26,13,0.4774774774774775,0.8594594594594595,0.6138996138996139,0.46236559139784944
open_ended,query_confidence,0.3679,161,174,24,13,0.48059701492537316,0.8702702702702703,0.6192307692307693,0.46774193548387094
open_ended,query_confidence,0.3694,161,174,24,13,0.48059701492537316,0.8702702702702703,0.6192307692307693,0.46774193548387094
open_ended,query_confidence,0.376,162,174,23,13,0.48214285714285715,0.8756756756756757,0.6218809980806143,0.47043010752688175
open_ended,query_confidence,0.3792,164,174,21,13,0.48520710059171596,0.8864864864864865,0.627151051625239,0.47580645161290325
open_ended,query_confidence,0.3831,165,174,20,13,0.48672566371681414,0.8918918918918919,0.6297709923664122,0.478494623655914
open_ended,query_confidence,0.3888,165,174,20,13,0.48672566371681414,0.8918918918918919,0.6297709923664122,0.478494623655914
open_ended,query_confidence,0.3938,166,175,19,12,0.4868035190615836,0.8972972972972973,0.6311787072243346,0.478494623655914
open_ended,query_confidence,0.3947,166,176,19,11,0.4853801169590643,0.8972972972972973,0.6299810246679317,0.47580645161290325
open_ended,query_confidence,0.4032,166,176,19,11,0.4853801169590643,0.8972972972972973,0.6299810246679317,0.47580645161290325
open_ended,query_confidence,0.4066,166,177,19,10,0.4839650145772595,0.8972972972972973,0.6287878787878788,0.4731182795698925
open_ended,query_confidence,0.4253,167,177,18,10,0.48546511627906974,0.9027027027027027,0.6313799621928167,0.47580645161290325
open_ended,query_confidence,0.4264,168,178,17,9,0.48554913294797686,0.9081081081081082,0.632768361581921,0.47580645161290325
open_ended,query_confidence,0.429,168,178,17,9,0.48554913294797686,0.9081081081081082,0.632768361581921,0.47580645161290325
open_ended,query_confidence,0.4298,168,180,17,7,0.4827586206896552,0.9081081081081082,0.6303939962476548,0.47043010752688175
open_ended,query_confidence,0.4342,168,181,17,6,0.4813753581661891,0.9081081081081082,0.6292134831460675,0.46774193548387094
open_ended,query_confidence,0.4348,168,181,17,6,0.4813753581661891,0.9081081081081082,0.6292134831460675,0.46774193548387094
open_ended,query_confidence,0.4398,169,181,16,6,0.4828571428571429,0.9135135135135135,0.6317757009345795,0.47043010752688175
open_ended,query_confidence,0.448,170,182,15,5,0.48295454545454547,0.918918918918919,0.633147113594041,0.47043010752688175
open_ended,query_confidence,0.455,170,182,15,5,0.48295454545454547,0.918918918918919,0.633147113594041,0.47043010752688175
open_ended,query_confidence,0.4689,171,182,14,5,0.48441926345609065,0.9243243243243243,0.6356877323420075,0.4731182795698925
open_ended,query_confidence,0.4797,173,182,12,5,0.48732394366197185,0.9351351351351351,0.6407407407407407,0.478494623655914
open_ended,query_confidence,0.4868,173,182,12,5,0.48732394366197185,0.9351351351351351,0.6407407407407407,0.478494623655914
open_ended,query_confidence,0.5048,174,183,11,4,0.48739495798319327,0.9405405405405406,0.6420664206642067,0.478494623655914
open_ended,query_confidence,0.5099,175,183,10,4,0.4888268156424581,0.9459459459459459,0.6445672191528545,0.48118279569892475
open_ended,query_confidence,0.5165,175,183,10,4,0.4888268156424581,0.9459459459459459,0.6445672191528545,0.48118279569892475
open_ended,query_confidence,0.5229,176,183,9,4,0.49025069637883006,0.9513513513513514,0.6470588235294118,0.4838709677419355
open_ended,query_confidence,0.5278,177,183,8,4,0.49166666666666664,0.9567567567567568,0.6495412844036696,0.48655913978494625
open_ended,query_confidence,0.5402,177,184,8,3,0.4903047091412742,0.9567567567567568,0.6483516483516484,0.4838709677419355
open_ended,query_confidence,0.5528,179,184,6,3,0.4931129476584022,0.9675675675675676,0.6532846715328466,0.489247311827957
open_ended,query_confidence,0.5657,179,184,6,3,0.4931129476584022,0.9675675675675676,0.6532846715328466,0.489247311827957
open_ended,query_confidence,0.5723,180,184,5,3,0.4945054945054945,0.972972972972973,0.6557377049180328,0.49193548387096775
open_ended,query_confidence,0.5784,180,185,5,2,0.4931506849315068,0.972972972972973,0.6545454545454545,0.489247311827957
open_ended,query_confidence,0.5864,180,186,5,1,0.4918032786885246,0.972972972972973,0.6533575317604357,0.48655913978494625
open_ended,query_confidence,0.5907,181,186,4,1,0.49318801089918257,0.9783783783783784,0.6557971014492754,0.489247311827957
open_ended,query_confidence,0.6068,183,186,2,1,0.4959349593495935,0.9891891891891892,0.6606498194945848,0.4946236559139785
open_ended,query_confidence,0.6088,183,186,2,1,0.4959349593495935,0.9891891891891892,0.6606498194945848,0.4946236559139785
open_ended,query_confidence,0.6136,184,186,1,1,0.4972972972972973,0.9945945945945946,0.6630630630630631,0.49731182795698925
open_ended,query_confidence,0.6228,185,186,0,1,0.49865229110512127,1.0,0.6654676258992805,0.5
open_ended,query_top1_score,0.5,0,0,185,187,0.0,0.0,0.0,0.5026881720430108
open_ended,query_top1_score,0.5327,11,0,174,187,1.0,0.05945945945945946,0.11224489795918367,0.532258064516129
open_ended,query_top1_score,0.5417,11,0,174,187,1.0,0.05945945945945946,0.11224489795918367,0.532258064516129
open_ended,query_top1_score,0.636,12,1,173,186,0.9230769230769231,0.06486486486486487,0.12121212121212122,0.532258064516129
open_ended,query_top1_score,0.6387,12,1,173,186,0.9230769230769231,0.06486486486486487,0.12121212121212122,0.532258064516129
open_ended,query_top1_score,0.6465,12,2,173,185,0.8571428571428571,0.06486486486486487,0.12060301507537688,0.5295698924731183
open_ended,query_top1_score,0.65,17,4,168,183,0.8095238095238095,0.0918918918918919,0.16504854368932043,0.5376344086021505
open_ended,query_top1_score,0.7641,29,12,156,175,0.7073170731707317,0.15675675675675677,0.25663716814159293,0.5483870967741935
open_ended,query_top1_score,0.7996,29,12,156,175,0.7073170731707317,0.15675675675675677,0.25663716814159293,0.5483870967741935
open_ended,query_top1_score,0.8376,30,13,155,174,0.6976744186046512,0.16216216216216217,0.26315789473684215,0.5483870967741935
open_ended,query_top1_score,0.8507,30,14,155,173,0.6818181818181818,0.16216216216216217,0.26200873362445415,0.5456989247311828
open_ended,query_top1_score,0.8527,30,14,155,173,0.6818181818181818,0.16216216216216217,0.26200873362445415,0.5456989247311828
open_ended,query_top1_score,0.8534,31,15,154,172,0.6739130434782609,0.16756756756756758,0.2683982683982684,0.5456989247311828
open_ended,query_top1_score,0.8652,32,15,153,172,0.6808510638297872,0.17297297297297298,0.27586206896551724,0.5483870967741935
open_ended,query_top1_score,0.8699,32,16,153,171,0.6666666666666666,0.17297297297297298,0.27467811158798283,0.5456989247311828
open_ended,query_top1_score,0.8751,33,16,152,171,0.673469387755102,0.1783783783783784,0.28205128205128205,0.5483870967741935
open_ended,query_top1_score,0.8765,33,16,152,171,0.673469387755102,0.1783783783783784,0.28205128205128205,0.5483870967741935
open_ended,query_top1_score,0.878,35,16,150,171,0.6862745098039216,0.1891891891891892,0.2966101694915254,0.553763440860215
open_ended,query_top1_score,0.8794,35,16,150,171,0.6862745098039216,0.1891891891891892,0.2966101694915254,0.553763440860215
open_ended,query_top1_score,0.8825,37,16,148,171,0.6981132075471698,0.2,0.31092436974789917,0.5591397849462365
open_ended,query_top1_score,0.8853,37,17,148,170,0.6851851851851852,0.2,0.30962343096234307,0.5564516129032258
open_ended,query_top1_score,0.886,37,17,148,170,0.6851851851851852,0.2,0.30962343096234307,0.5564516129032258
open_ended,query_top1_score,0.8899,38,17,147,170,0.6909090909090909,0.20540540540540542,0.3166666666666667,0.5591397849462365
open_ended,query_top1_score,0.8905,39,17,146,170,0.6964285714285714,0.21081081081081082,0.32365145228215764,0.5618279569892473
open_ended,query_top1_score,0.8955,41,17,144,170,0.7068965517241379,0.22162162162162163,0.3374485596707819,0.5672043010752689
open_ended,query_top1_score,0.8956,41,17,144,170,0.7068965517241379,0.22162162162162163,0.3374485596707819,0.5672043010752689
open_ended,query_top1_score,0.8968,43,17,142,170,0.7166666666666667,0.23243243243243245,0.35102040816326535,0.5725806451612904
open_ended,query_top1_score,0.9018,43,17,142,170,0.7166666666666667,0.23243243243243245,0.35102040816326535,0.5725806451612904
open_ended,query_top1_score,0.9053,44,17,141,170,0.7213114754098361,0.23783783783783785,0.35772357723577236,0.5752688172043011
open_ended,query_top1_score,0.9061,46,17,139,170,0.7301587301587301,0.24864864864864866,0.3709677419354839,0.5806451612903226
open_ended,query_top1_score,0.9083,47,17,138,170,0.734375,0.25405405405405407,0.37751004016064255,0.5833333333333334
open_ended,query_top1_score,0.9092,47,17,138,170,0.734375,0.25405405405405407,0.37751004016064255,0.5833333333333334
open_ended,query_top1_score,0.9116,48,18,137,169,0.7272727272727273,0.2594594594594595,0.3824701195219124,0.5833333333333334
open_ended,query_top1_score,0.9158,49,18,136,169,0.7313432835820896,0.2648648648648649,0.38888888888888884,0.5860215053763441
open_ended,query_top1_score,0.9217,50,18,135,169,0.7352941176470589,0.2702702702702703,0.39525691699604754,0.5887096774193549
open_ended,query_top1_score,0.9249,51,18,134,169,0.7391304347826086,0.2756756756756757,0.4015748031496063,0.5913978494623656
open_ended,query_top1_score,0.9304,52,18,133,169,0.7428571428571429,0.2810810810810811,0.40784313725490196,0.5940860215053764
open_ended,query_top1_score,0.9338,52,18,133,169,0.7428571428571429,0.2810810810810811,0.40784313725490196,0.5940860215053764
open_ended,query_top1_score,0.9381,55,18,130,169,0.7534246575342466,0.2972972972972973,0.42635658914728686,0.6021505376344086
open_ended,query_top1_score,0.9396,55,18,130,169,0.7534246575342466,0.2972972972972973,0.42635658914728686,0.6021505376344086
open_ended,query_top1_score,0.9402,56,18,129,169,0.7567567567567568,0.3027027027027027,0.43243243243243246,0.6048387096774194
open_ended,query_top1_score,0.9411,57,18,128,169,0.76,0.3081081081081081,0.4384615384615385,0.6075268817204301
open_ended,query_top1_score,0.9424,58,19,127,168,0.7532467532467533,0.31351351351351353,0.4427480916030535,0.6075268817204301
open_ended,query_top1_score,0.9432,59,19,126,168,0.7564102564102564,0.31891891891891894,0.44866920152091255,0.6102150537634409
open_ended,query_top1_score,0.9443,59,19,126,168,0.7564102564102564,0.31891891891891894,0.44866920152091255,0.6102150537634409
open_ended,query_top1_score,0.9459,61,19,124,168,0.7625,0.32972972972972975,0.4603773584905661,0.6155913978494624
open_ended,query_top1_score,0.9473,62,19,123,168,0.7654320987654321,0.33513513513513515,0.46616541353383456,0.6182795698924731
open_ended,query_top1_score,0.9475,64,19,121,168,0.7710843373493976,0.34594594594594597,0.47761194029850745,0.6236559139784946
open_ended,query_top1_score,0.9492,65,19,120,168,0.7738095238095238,0.35135135135135137,0.483271375464684,0.6263440860215054
open_ended,query_top1_score,0.9501,66,19,119,168,0.7764705882352941,0.3567567567567568,0.4888888888888889,0.6290322580645161
open_ended,query_top1_score,0.9552,66,20,119,167,0.7674418604651163,0.3567567567567568,0.48708487084870855,0.6263440860215054
open_ended,query_top1_score,0.9553,66,21,119,166,0.7586206896551724,0.3567567567567568,0.48529411764705876,0.6236559139784946
open_ended,query_top1_score,0.9559,67,21,118,166,0.7613636363636364,0.3621621621621622,0.4908424908424908,0.6263440860215054
open_ended,query_top1_score,0.9569,67,23,118,164,0.7444444444444445,0.3621621621621622,0.48727272727272725,0.6209677419354839
open_ended,query_top1_score,0.9583,67,24,118,163,0.7362637362637363,0.3621621621621622,0.48550724637681153,0.6182795698924731
open_ended,query_top1_score,0.9585,68,24,117,163,0.7391304347826086,0.3675675675675676,0.49097472924187724,0.6209677419354839
open_ended,query_top1_score,0.9592,69,24,116,163,0.7419354838709677,0.372972972972973,0.4964028776978418,0.6236559139784946
open_ended,query_top1_score,0.9595,69,25,116,162,0.7340425531914894,0.372972972972973,0.49462365591397855,0.6209677419354839
open_ended,query_top1_score,0.9607,69,25,116,162,0.7340425531914894,0.372972972972973,0.49462365591397855,0.6209677419354839
open_ended,query_top1_score,0.9637,70,25,115,162,0.7368421052631579,0.3783783783783784,0.5,0.6236559139784946
open_ended,query_top1_score,0.9677,72,25,113,162,0.7422680412371134,0.3891891891891892,0.5106382978723404,0.6290322580645161
open_ended,query_top1_score,0.9678,73,25,112,162,0.7448979591836735,0.3945945945945946,0.5159010600706715,0.6317204301075269
open_ended,query_top1_score,0.9681,74,25,111,162,0.7474747474747475,0.4,0.5211267605633804,0.6344086021505376
open_ended,query_top1_score,0.9684,74,25,111,162,0.7474747474747475,0.4,0.5211267605633804,0.6344086021505376
open_ended,query_top1_score,0.9692,75,26,110,161,0.7425742574257426,0.40540540540540543,0.5244755244755245,0.6344086021505376
open_ended,query_top1_score,0.9697,76,26,109,161,0.7450980392156863,0.41081081081081083,0.5296167247386759,0.6370967741935484
open_ended,query_top1_score,0.9706,77,26,108,161,0.7475728155339806,0.41621621621621624,0.5347222222222222,0.6397849462365591
open_ended,query_top1_score,0.9709,77,26,108,161,0.7475728155339806,0.41621621621621624,0.5347222222222222,0.6397849462365591
open_ended,query_top1_score,0.9719,78,27,107,160,0.7428571428571429,0.42162162162162165,0.5379310344827586,0.6397849462365591
open_ended,query_top1_score,0.972,78,27,107,160,0.7428571428571429,0.42162162162162165,0.5379310344827586,0.6397849462365591
open_ended,query_top1_score,0.9731,79,27,106,160,0.7452830188679245,0.42702702702702705,0.5429553264604811,0.6424731182795699
open_ended,query_top1_score,0.9736,80,27,105,160,0.7476635514018691,0.43243243243243246,0.547945205479452,0.6451612903225806
open_ended,query_top1_score,0.9749,82,27,103,160,0.7522935779816514,0.44324324324324327,0.5578231292517006,0.6505376344086021
open_ended,query_top1_score,0.9753,82,27,103,160,0.7522935779816514,0.44324324324324327,0.5578231292517006,0.6505376344086021
open_ended,query_top1_score,0.9755,82,28,103,159,0.7454545454545455,0.44324324324324327,0.5559322033898305,0.6478494623655914
open_ended,query_top1_score,0.9761,83,28,102,159,0.7477477477477478,0.4486486486486487,0.5608108108108109,0.6505376344086021
open_ended,query_top1_score,0.9764,85,28,100,159,0.7522123893805309,0.4594594594594595,0.5704697986577181,0.6559139784946236
open_ended,query_top1_score,0.9765,86,28,99,159,0.7543859649122807,0.4648648648648649,0.5752508361204014,0.6586021505376344
open_ended,query_top1_score,0.9774,86,28,99,159,0.7543859649122807,0.4648648648648649,0.5752508361204014,0.6586021505376344
open_ended,query_top1_score,0.9775,87,29,98,158,0.75,0.4702702702702703,0.5780730897009967,0.6586021505376344
open_ended,query_top1_score,0.9792,87,29,98,158,0.75,0.4702702702702703,0.5780730897009967,0.6586021505376344
open_ended,query_top1_score,0.9801,88,29,97,158,0.7521367521367521,0.4756756756756757,0.5827814569536424,0.6612903225806451
open_ended,query_top1_score,0.9802,88,30,97,157,0.7457627118644068,0.4756756756756757,0.5808580858085809,0.6586021505376344
open_ended,query_top1_score,0.9807,89,30,96,157,0.7478991596638656,0.4810810810810811,0.5855263157894738,0.6612903225806451
