query_id,config,predicted_category,recall@1,recall@3,recall@5,mrr,ndcg@5,ndcg@10
Q056,full_hybrid_category_boost,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q056,vector_only_baseline,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,0.9933222998814617
Q056,vector_only_category_boost,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,0.9933222998814617
Q057,bm25_only,Thesis and Internship,1.0,1.0,1.0,1.0,0.6131471927654584,0.8175295903539445
Q057,full_hybrid_baseline,Thesis and Internship,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q057,full_hybrid_category_boost,Thesis and Internship,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q057,vector_only_baseline,Thesis and Internship,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q057,vector_only_category_boost,Thesis and Internship,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q058,bm25_only,Exams and Grading,0.0,1.0,1.0,0.5,0.6608397947263839,0.7816510974258781
Q058,full_hybrid_baseline,Exams and Grading,0.0,1.0,1.0,0.5,0.6608397947263839,0.7816510974258781
Q058,full_hybrid_category_boost,Exams and Grading,0.0,1.0,1.0,0.5,0.6608397947263839,0.7816510974258781
Q058,vector_only_baseline,Exams and Grading,0.0,1.0,1.0,0.5,0.6608397947263839,0.7738931964842559
Q058,vector_only_category_boost,Exams and Grading,0.0,1.0,1.0,0.5,0.6608397947263839,0.7738931964842559
Q059,bm25_only,Extracurricular Activities,1.0,1.0,1.0,1.0,1.0,1.0
Q059,full_hybrid_baseline,Extracurricular Activities,1.0,1.0,1.0,1.0,1.0,1.0
Q059,full_hybrid_category_boost,Extracurricular Activities,1.0,1.0,1.0,1.0,1.0,1.0
Q059,vector_only_baseline,Extracurricular Activities,1.0,1.0,1.0,1.0,1.0,1.0
Q059,vector_only_category_boost,Extracurricular Activities,1.0,1.0,1.0,1.0,0.8318724637288826,0.9493885684853097
Q060,bm25_only,Extracurricular Activities,1.0,1.0,1.0,1.0,1.0,1.0
Q060,full_hybrid_baseline,Extracurricular Activities,1.0,1.0,1.0,1.0,1.0,1.0
Q060,full_hybrid_category_boost,Extracurricular Activities,1.0,1.0,1.0,1.0,1.0,1.0
Q060,vector_only_baseline,Extracurricular Activities,1.0,1.0,1.0,1.0,1.0,1.0
Q060,vector_only_category_boost,Extracurricular Activities,1.0,1.0,1.0,1.0,0.8318724637288826,0.9709286432396583
Q061,bm25_only,Campus,1.0,1.0,1.0,1.0,1.0,1.0
Q061,full_hybrid_baseline,Campus,1.0,1.0,1.0,1.0,1.0,1.0
Q061,full_hybrid_category_boost,Campus,1.0,1.0,1.0,1.0,1.0,1.0
Q061,vector_only_baseline,Campus,1.0,1.0,1.0,1.0,1.0,1.0
Q061,vector_only_category_boost,Campus,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q062,bm25_only,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q062,full_hybrid_baseline,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q062,full_hybrid_category_boost,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q062,vector_only_baseline,University Facts & Governance,1.0,1.0,1.0,1.0,0.8318724637288826,0.9550236580992476
Q062,vector_only_category_boost,University Facts & Governance,1.0,1.0,1.0,1.0,0.8318724637288826,0.9550236580992476
Q063,bm25_only,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,1.0,1.0
Q063,full_hybrid_baseline,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,1.0,1.0
Q063,full_hybrid_category_boost,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,0.7653606369886217,0.9066276098484507
Q063,vector_only_baseline,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,1.0,1.0
Q063,vector_only_category_boost,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,0.7653606369886217,0.9134015924715543
Q064,bm25_only,Policies and Procedures,1.0,1.0,1.0,1.0,0.8318724637288826,0.9447176050778178
Q064,full_hybrid_baseline,Policies and Procedures,1.0,1.0,1.0,1.0,0.8318724637288826,0.9709286432396583
Q064,full_hybrid_category_boost,Policies and Procedures,1.0,1.0,1.0,1.0,0.8318724637288826,0.9709286432396583
Q064,vector_only_baseline,Policies and Procedures,1.0,1.0,1.0,1.0,1.0,1.0
Q064,vector_only_category_boost,Policies and Procedures,1.0,1.0,1.0,1.0,0.8318724637288826,0.9709286432396583
Q065,bm25_only,Transportation and Bus Services,1.0,1.0,1.0,1.0,1.0,1.0
Q065,full_hybrid_baseline,Transportation and Bus Services,1.0,1.0,1.0,1.0,1.0,1.0
Q065,full_hybrid_category_boost,Transportation and Bus Services,1.0,1.0,1.0,1.0,1.0,1.0
Q065,vector_only_baseline,Transportation and Bus Services,1.0,1.0,1.0,1.0,1.0,1.0
Q065,vector_only_category_boost,Transportation and Bus Services,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q066,bm25_only,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q066,full_hybrid_baseline,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q066,full_hybrid_category_boost,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q066,vector_only_baseline,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q066,vector_only_category_boost,Programs & Departments,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q067,bm25_only,Extracurricular Activities,1.0,1.0,1.0,1.0,1.0,1.0
Q067,full_hybrid_baseline,Extracurricular Activities,1.0,1.0,1.0,1.0,0.9060254355346823,0.9060254355346823
Q067,full_hybrid_category_boost,Extracurricular Activities,1.0,1.0,1.0,1.0,0.9060254355346823,0.9060254355346823
Q067,vector_only_baseline,Extracurricular Activities,1.0,1.0,1.0,1.0,1.0,1.0
Q067,vector_only_category_boost,Extracurricular Activities,1.0,1.0,1.0,1.0,1.0,1.0
Q068,bm25_only,University Facts & Governance,1.0,1.0,1.0,1.0,0.6164336326286644,0.8631997506525685
Q068,full_hybrid_baseline,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q068,full_hybrid_category_boost,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q068,vector_only_baseline,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q068,vector_only_category_boost,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,0.9963488021549354
Q069,bm25_only,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,1.0,1.0
Q069,full_hybrid_baseline,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,1.0,1.0
Q069,full_hybrid_category_boost,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
Q069,vector_only_baseline,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,0.9469024295259745,0.9469024295259745
Q069,vector_only_category_boost,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,0.7653606369886217,0.9066276098484507
Q070,bm25_only,Policies and Procedures,1.0,1.0,1.0,1.0,1.0,1.0
Q070,full_hybrid_baseline,Policies and Procedures,1.0,1.0,1.0,1.0,1.0,1.0
Q070,full_hybrid_category_boost,Policies and Procedures,1.0,1.0,1.0,1.0,1.0,1.0
Q070,vector_only_baseline,Policies and Procedures,1.0,1.0,1.0,1.0,1.0,1.0
Q070,vector_only_category_boost,Policies and Procedures,1.0,1.0,1.0,1.0,1.0,1.0
Q071,bm25_only,Exams and Grading,1.0,1.0,1.0,1.0,1.0,1.0
Q071,full_hybrid_baseline,Exams and Grading,1.0,1.0,1.0,1.0,1.0,1.0
Q071,full_hybrid_category_boost,Exams and Grading,1.0,1.0,1.0,1.0,1.0,1.0
Q071,vector_only_baseline,Exams and Grading,1.0,1.0,1.0,1.0,1.0,1.0
Q071,vector_only_category_boost,Exams and Grading,1.0,1.0,1.0,1.0,1.0,1.0
Q072,bm25_only,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q072,full_hybrid_baseline,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q072,full_hybrid_category_boost,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q072,vector_only_baseline,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q072,vector_only_category_boost,Programs & Departments,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q073,bm25_only,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
Q073,full_hybrid_baseline,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,1.0,1.0
Q073,full_hybrid_category_boost,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q073,vector_only_baseline,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,1.0,1.0
Q073,vector_only_category_boost,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q074,bm25_only,Advising,1.0,1.0,1.0,1.0,1.0,1.0
Q074,full_hybrid_baseline,Advising,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q074,full_hybrid_category_boost,Advising,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q074,vector_only_baseline,Advising,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q074,vector_only_category_boost,Advising,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q075,bm25_only,Admission,1.0,1.0,1.0,1.0,0.7653606369886217,0.9325210919548239
Q075,full_hybrid_baseline,Admission,1.0,1.0,1.0,1.0,1.0,1.0
Q075,full_hybrid_category_boost,Admission,1.0,1.0,1.0,1.0,1.0,1.0
Q075,vector_only_baseline,Admission,1.0,1.0,1.0,1.0,1.0,1.0
Q075,vector_only_category_boost,Admission,0.0,1.0,1.0,0.3333333333333333,0.41618115554873086,0.5833416105149332
Q076,bm25_only,Library,1.0,1.0,1.0,1.0,1.0,1.0
Q076,full_hybrid_baseline,Library,1.0,1.0,1.0,1.0,1.0,1.0
Q076,full_hybrid_category_boost,Library,1.0,1.0,1.0,1.0,1.0,1.0
Q076,vector_only_baseline,Library,1.0,1.0,1.0,1.0,1.0,1.0
Q076,vector_only_category_boost,Library,1.0,1.0,1.0,1.0,1.0,0.9878316351280039
Q077,bm25_only,Advising,1.0,1.0,1.0,1.0,1.0,1.0
Q077,full_hybrid_baseline,Advising,1.0,1.0,1.0,1.0,1.0,1.0
Q077,full_hybrid_category_boost,Advising,1.0,1.0,1.0,1.0,1.0,1.0
Q077,vector_only_baseline,Advising,1.0,1.0,1.0,1.0,1.0,1.0
Q077,vector_only_category_boost,Advising,1.0,1.0,1.0,1.0,0.6131471927654584,0.7903864795495061
Q078,bm25_only,Exams and Grading,1.0,1.0,1.0,1.0,1.0,1.0
Q078,full_hybrid_baseline,Exams and Grading,1.0,1.0,1.0,1.0,1.0,1.0
Q078,full_hybrid_category_boost,Exams and Grading,1.0,1.0,1.0,1.0,0.9828920819566879,0.9828920819566879
Q078,vector_only_baseline,Exams and Grading,1.0,1.0,1.0,1.0,1.0,1.0
Q078,vector_only_category_boost,Exams and Grading,1.0,1.0,1.0,1.0,1.0,1.0
Q079,bm25_only,Campus,1.0,1.0,1.0,1.0,0.9469024295259745,0.9469024295259745
Q079,full_hybrid_baseline,Campus,1.0,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
Q079,full_hybrid_category_boost,Campus,1.0,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
Q079,vector_only_baseline,Campus,1.0,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
Q079,vector_only_category_boost,Campus,1.0,1.0,1.0,1.0,0.7653606369886217,0.9217868789962071
Q080,bm25_only,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q080,full_hybrid_baseline,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q080,full_hybrid_category_boost,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q080,vector_only_baseline,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q080,vector_only_category_boost,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q081,bm25_only,"Payment, Financial Aid and Scholarship",0.0,0.0,0.0,0.0,0.0,0.0
Q081,full_hybrid_baseline,"Payment, Financial Aid and Scholarship",0.0,0.0,0.0,0.0,0.0,0.0
Q081,full_hybrid_category_boost,"Payment, Financial Aid and Scholarship",0.0,0.0,0.0,0.1111111111111111,0.0,0.36181498356361597
Q081,vector_only_baseline,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,1.0,1.0
Q081,vector_only_category_boost,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,1.0,1.0
Q082,bm25_only,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q082,full_hybrid_baseline,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q082,full_hybrid_category_boost,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q082,vector_only_baseline,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q082,vector_only_category_boost,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q083,bm25_only,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q083,full_hybrid_baseline,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q083,full_hybrid_category_boost,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q083,vector_only_baseline,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q083,vector_only_category_boost,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q084,bm25_only,Programs & Departments,1.0,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
Q084,full_hybrid_baseline,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q084,full_hybrid_category_boost,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q084,vector_only_baseline,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q084,vector_only_category_boost,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q085,bm25_only,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q085,full_hybrid_baseline,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q085,full_hybrid_category_boost,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q085,vector_only_baseline,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q085,vector_only_category_boost,Programs & Departments,1.0,1.0,1.0,1.0,1.0,1.0
Q086,bm25_only,TARC/RS (Residential Semester),1.0,1.0,1.0,1.0,1.0,1.0
Q086,full_hybrid_baseline,TARC/RS (Residential Semester),1.0,1.0,1.0,1.0,1.0,1.0
Q086,full_hybrid_category_boost,TARC/RS (Residential Semester),1.0,1.0,1.0,1.0,1.0,1.0
Q086,vector_only_baseline,TARC/RS (Residential Semester),1.0,1.0,1.0,1.0,1.0,1.0
Q086,vector_only_category_boost,TARC/RS (Residential Semester),1.0,1.0,1.0,1.0,1.0,1.0
Q087,bm25_only,TARC/RS (Residential Semester),1.0,1.0,1.0,1.0,1.0,1.0
Q087,full_hybrid_baseline,TARC/RS (Residential Semester),1.0,1.0,1.0,1.0,1.0,1.0
Q087,full_hybrid_category_boost,TARC/RS (Residential Semester),1.0,1.0,1.0,1.0,1.0,1.0
Q087,vector_only_baseline,TARC/RS (Residential Semester),1.0,1.0,1.0,1.0,1.0,1.0
Q087,vector_only_category_boost,TARC/RS (Residential Semester),1.0,1.0,1.0,1.0,1.0,1.0
Q088,bm25_only,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,1.0,1.0
Q088,full_hybrid_baseline,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,1.0,1.0
Q088,full_hybrid_category_boost,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,1.0,1.0
Q088,vector_only_baseline,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,1.0,1.0
Q088,vector_only_category_boost,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,1.0,1.0
Q089,bm25_only,Transportation and Bus Services,1.0,1.0,1.0,1.0,1.0,1.0
Q089,full_hybrid_baseline,Transportation and Bus Services,1.0,1.0,1.0,1.0,1.0,1.0
Q089,full_hybrid_category_boost,Transportation and Bus Services,1.0,1.0,1.0,1.0,1.0,1.0
Q089,vector_only_baseline,Transportation and Bus Services,1.0,1.0,1.0,1.0,1.0,1.0
Q089,vector_only_category_boost,Transportation and Bus Services,1.0,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
Q090,bm25_only,International Student,1.0,1.0,1.0,1.0,1.0,1.0
Q090,full_hybrid_baseline,International Student,1.0,1.0,1.0,1.0,1.0,1.0
Q090,full_hybrid_category_boost,International Student,1.0,1.0,1.0,1.0,1.0,1.0
Q090,vector_only_baseline,International Student,1.0,1.0,1.0,1.0,1.0,1.0
Q090,vector_only_category_boost,International Student,1.0,1.0,1.0,1.0,1.0,1.0
Q091,bm25_only,Library,1.0,1.0,1.0,1.0,0.830419897363192,0.9495662644168644
Q091,full_hybrid_baseline,Library,1.0,1.0,1.0,1.0,1.0,1.0
Q091,full_hybrid_category_boost,Library,1.0,1.0,1.0,1.0,1.0,1.0
Q091,vector_only_baseline,Library,1.0,1.0,1.0,1.0,1.0,1.0
Q091,vector_only_category_boost,Library,1.0,1.0,1.0,1.0,1.0,0.9911205770005563
Q092,bm25_only,Admission,1.0,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
Q092,full_hybrid_baseline,Admission,1.0,1.0,1.0,1.0,0.7653606369886217,0.9325210919548239
Q092,full_hybrid_category_boost,Admission,1.0,1.0,1.0,1.0,0.7653606369886217,0.9325210919548239
Q092,vector_only_baseline,Admission,1.0,1.0,1.0,1.0,1.0,1.0
Q092,vector_only_category_boost,Admission,1.0,1.0,1.0,1.0,0.7653606369886217,0.9325210919548239
Q093,bm25_only,Exams and Grading,1.0,1.0,1.0,1.0,1.0,1.0
Q093,full_hybrid_baseline,Exams and Grading,1.0,1.0,1.0,1.0,1.0,1.0
Q093,full_hybrid_category_boost,Exams and Grading,1.0,1.0,1.0,1.0,1.0,1.0
Q093,vector_only_baseline,Exams and Grading,1.0,1.0,1.0,1.0,1.0,1.0
Q093,vector_only_category_boost,Exams and Grading,1.0,1.0,1.0,1.0,1.0,1.0
Q094,bm25_only,Admission,1.0,1.0,1.0,1.0,1.0,1.0
Q094,full_hybrid_baseline,Admission,1.0,1.0,1.0,1.0,1.0,1.0
Q094,full_hybrid_category_boost,Admission,1.0,1.0,1.0,1.0,1.0,1.0
Q094,vector_only_baseline,Admission,1.0,1.0,1.0,1.0,1.0,1.0
Q094,vector_only_category_boost,Admission,1.0,1.0,1.0,1.0,1.0,1.0
Q095,bm25_only,Technical Support,1.0,1.0,1.0,1.0,0.46927872602275644,0.7461976723150332
Q095,full_hybrid_baseline,Technical Support,1.0,1.0,1.0,1.0,0.75369761125927,0.8927537907700456
Q095,full_hybrid_category_boost,Technical Support,1.0,1.0,1.0,1.0,0.75369761125927,0.8927537907700456
Q095,vector_only_baseline,Technical Support,1.0,1.0,1.0,1.0,1.0,1.0
Q095,vector_only_category_boost,Technical Support,1.0,1.0,1.0,1.0,1.0,1.0
Q096,bm25_only,Library,1.0,1.0,1.0,1.0,1.0,0.9950883841893561
Q096,full_hybrid_baseline,Library,1.0,1.0,1.0,1.0,1.0,1.0
Q096,full_hybrid_category_boost,Library,1.0,1.0,1.0,1.0,1.0,1.0
Q096,vector_only_baseline,Library,1.0,1.0,1.0,1.0,1.0,1.0
Q096,vector_only_category_boost,Library,1.0,1.0,1.0,1.0,1.0,1.0
Q097,bm25_only,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,0.7039180890341347,0.8451850618939637
Q097,full_hybrid_baseline,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
Q097,full_hybrid_category_boost,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,0.8854598815714874,0.8854598815714874
Q097,vector_only_baseline,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,1.0,1.0
Q097,vector_only_category_boost,"Payment, Financial Aid and Scholarship",1.0,1.0,1.0,1.0,1.0,1.0
Q098,bm25_only,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q098,full_hybrid_baseline,University Facts & Governance,1.0,1.0,1.0,1.0,0.7653606369886217,0.9217868789962071
Q098,full_hybrid_category_boost,University Facts & Governance,1.0,1.0,1.0,1.0,0.7653606369886217,0.9217868789962071
Q098,vector_only_baseline,University Facts & Governance,1.0,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
Q098,vector_only_category_boost,University Facts & Governance,1.0,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
Q099,bm25_only,Policies and Procedures,1.0,1.0,1.0,1.0,1.0,1.0
Q099,full_hybrid_baseline,Policies and Procedures,1.0,1.0,1.0,1.0,1.0,1.0
Q099,full_hybrid_category_boost,Policies and Procedures,1.0,1.0,1.0,1.0,1.0,1.0
Q099,vector_only_baseline,Policies and Procedures,1.0,1.0,1.0,1.0,1.0,1.0
Q099,vector_only_category_boost,Policies and Procedures,1.0,1.0,1.0,1.0,1.0,1.0
Q100,bm25_only,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q100,full_hybrid_baseline,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q100,full_hybrid_category_boost,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q100,vector_only_baseline,University Facts & Governance,1.0,1.0,1.0,1.0,1.0,1.0
Q100,vector_only_category_boost,University Facts & Governance,1.0,1.0,1.0,1.0,0.6131471927654584,0.8175295903539445
