query_id,config,both_hit@3,both_hit@5,both_hit@10
COMPOUND-C-CSE330-16,full_hybrid,True,True,True
COMPOUND-C-CSE330-17,full_hybrid,True,True,True
COMPOUND-C-CSE330-18,full_hybrid,True,True,True
COMPOUND-C-CSE330-19,full_hybrid,True,True,True
COMPOUND-C-CSE331-01,full_hybrid,True,True,True
COMPOUND-C-CSE331-02,full_hybrid,True,True,True
COMPOUND-C-CSE331-03,full_hybrid,True,True,True
COMPOUND-C-CSE331-04,full_hybrid,True,True,True
COMPOUND-C-CSE331-05,full_hybrid,True,True,True
COMPOUND-C-CSE331-06,full_hybrid,False,True,True
COMPOUND-C-CSE331-07,full_hybrid,True,True,True
COMPOUND-C-CSE331-08,full_hybrid,True,True,True
COMPOUND-C-CSE331-09,full_hybrid,True,True,True
COMPOUND-C-CSE331-10,full_hybrid,True,True,True
COMPOUND-C-CSE331-11,full_hybrid,True,True,True
COMPOUND-C-CSE331-12,full_hybrid,True,True,True
COMPOUND-C-CSE331-13,full_hybrid,True,True,True
COMPOUND-C-CSE331-14,full_hybrid,True,True,True
COMPOUND-C-CSE331-15,full_hybrid,True,True,True
COMPOUND-C-CSE331-16,full_hybrid,True,True,True
COMPOUND-C-CSE340-01,full_hybrid,True,True,True
COMPOUND-C-CSE340-02,full_hybrid,True,True,True
COMPOUND-C-CSE340-03,full_hybrid,True,True,True
COMPOUND-C-CSE340-04,full_hybrid,True,True,True
COMPOUND-C-CSE340-05,full_hybrid,True,True,True
COMPOUND-C-CSE340-06,full_hybrid,False,True,True
COMPOUND-C-CSE340-07,full_hybrid,True,True,True
COMPOUND-C-CSE340-08,full_hybrid,True,True,True
COMPOUND-C-CSE340-09,full_hybrid,True,True,True
COMPOUND-C-CSE340-10,full_hybrid,True,True,True
COMPOUND-C-CSE340-11,full_hybrid,False,False,True
COMPOUND-C-CSE340-12,full_hybrid,True,True,True
COMPOUND-C-CSE340-13,full_hybrid,True,True,True
COMPOUND-C-CSE340-14,full_hybrid,True,True,True
COMPOUND-C-CSE340-15,full_hybrid,True,True,True
COMPOUND-C-CSE340-16,full_hybrid,True,True,True
COMPOUND-C-CSE340-17,full_hybrid,True,True,True
COMPOUND-C-CSE340-18,full_hybrid,True,True,True
COMPOUND-C-CSE340-19,full_hybrid,True,True,True
COMPOUND-C-CSE340-20,full_hybrid,True,True,True
COMPOUND-C-CSE340-21,full_hybrid,True,True,True
COMPOUND-C-CSE340-22,full_hybrid,True,True,True
COMPOUND-C-CSE340-23,full_hybrid,True,True,True
COMPOUND-C-CSE340-24,full_hybrid,True,True,True
COMPOUND-C-CSE340-25,full_hybrid,True,True,True
COMPOUND-C-CSE340-26,full_hybrid,True,True,True
COMPOUND-C-CSE341-01,full_hybrid,True,True,True
COMPOUND-C-CSE341-02,full_hybrid,True,True,True
COMPOUND-C-CSE341-03,full_hybrid,True,True,True
COMPOUND-C-CSE341-04,full_hybrid,True,True,True
COMPOUND-C-CSE341-05,full_hybrid,True,True,True
COMPOUND-C-CSE341-06,full_hybrid,False,True,True
COMPOUND-C-CSE341-07,full_hybrid,True,True,True
COMPOUND-C-CSE341-08,full_hybrid,True,True,True
COMPOUND-C-CSE341-09,full_hybrid,True,True,True
COMPOUND-C-CSE341-10,full_hybrid,True,True,True
COMPOUND-C-CSE350-01A,full_hybrid,True,True,True
COMPOUND-C-CSE350-01B,full_hybrid,True,True,True
COMPOUND-C-CSE350-02A,full_hybrid,True,True,True
COMPOUND-C-CSE350-02B,full_hybrid,True,True,True
COMPOUND-C-CSE350-03A,full_hybrid,True,True,True
COMPOUND-C-CSE350-03B,full_hybrid,True,True,True
COMPOUND-C-CSE350-04A,full_hybrid,True,True,True
COMPOUND-C-CSE350-04B,full_hybrid,True,True,True
COMPOUND-C-CSE350-05A,full_hybrid,True,True,True
COMPOUND-C-CSE350-05B,full_hybrid,True,True,True
COMPOUND-C-CSE350-06A,full_hybrid,False,True,True
COMPOUND-C-CSE350-06B,full_hybrid,False,True,True
COMPOUND-C-CSE350-07A,full_hybrid,True,True,True
COMPOUND-C-CSE350-07B,full_hybrid,True,True,True
COMPOUND-C-CSE350-08A,full_hybrid,True,True,True
COMPOUND-C-CSE350-08B,full_hybrid,True,True,True
COMPOUND-C-CSE350-09A,full_hybrid,True,True,True
COMPOUND-C-CSE350-09B,full_hybrid,True,True,True
COMPOUND-C-CSE350-10A,full_hybrid,True,True,True
COMPOUND-C-CSE360-01,full_hybrid,True,True,True
COMPOUND-C-CSE360-03,full_hybrid,True,True,True
COMPOUND-C-CSE360-04,full_hybrid,True,True,True
COMPOUND-C-CSE360-05,full_hybrid,True,True,True
COMPOUND-C-CSE360-06,full_hybrid,True,True,True
COMPOUND-C-CSE360-07,full_hybrid,True,True,True
COMPOUND-C-CSE360-08,full_hybrid,False,True,True
COMPOUND-C-CSE360-09,full_hybrid,False,True,True
COMPOUND-C-CSE360-10,full_hybrid,True,True,True
COMPOUND-C-CSE370-01,full_hybrid,True,True,True
COMPOUND-C-CSE370-02,full_hybrid,True,True,True
COMPOUND-C-CSE370-03,full_hybrid,False,False,True
COMPOUND-C-CSE370-04,full_hybrid,True,True,True
COMPOUND-C-CSE370-05,full_hybrid,False,False,True
COMPOUND-C-CSE370-06,full_hybrid,False,False,True
COMPOUND-C-CSE370-07,full_hybrid,False,False,True
COMPOUND-C-CSE370-08,full_hybrid,False,False,True
COMPOUND-C-CSE370-09,full_hybrid,False,False,True
COMPOUND-C-CSE370-10,full_hybrid,False,False,True
COMPOUND-C-CSE370-11,full_hybrid,False,False,True
COMPOUND-C-CSE370-12,full_hybrid,False,False,True
COMPOUND-C-CSE370-13,full_hybrid,False,False,True
COMPOUND-C-CSE370-14,full_hybrid,True,True,True
COMPOUND-C-CSE370-15,full_hybrid,False,False,True
COMPOUND-C-CSE370-16,full_hybrid,False,False,True
COMPOUND-C-CSE391-01,full_hybrid,True,True,True
COMPOUND-C-CSE420-01,full_hybrid,True,True,True
COMPOUND-C-CSE420-02,full_hybrid,True,True,True
COMPOUND-C-CSE420-03,full_hybrid,True,True,True
COMPOUND-C-CSE420-05,full_hybrid,True,True,True
COMPOUND-C-CSE420-06,full_hybrid,True,True,True
COMPOUND-C-CSE420-07,full_hybrid,True,True,True
COMPOUND-C-CSE420-08,full_hybrid,True,True,True
COMPOUND-C-CSE420-09,full_hybrid,True,True,True
COMPOUND-C-CSE420-10,full_hybrid,True,True,True
COMPOUND-C-CSE420-11,full_hybrid,False,False,True
COMPOUND-C-CSE420-12,full_hybrid,True,True,True
COMPOUND-C-CSE420-13,full_hybrid,True,True,True
COMPOUND-C-CSE420-14,full_hybrid,True,True,True
COMPOUND-C-CSE420-15,full_hybrid,True,True,True
COMPOUND-C-CSE420-16,full_hybrid,True,True,True
COMPOUND-C-CSE420-17,full_hybrid,True,True,True
COMPOUND-C-CSE420-18,full_hybrid,False,True,True
COMPOUND-C-CSE420-19,full_hybrid,True,True,True
COMPOUND-C-CSE420-20,full_hybrid,True,True,True
COMPOUND-C-CSE420-23,full_hybrid,False,True,True
COMPOUND-C-CSE420-24,full_hybrid,True,True,True
COMPOUND-C-CSE420-25,full_hybrid,True,True,True
COMPOUND-C-CSE420-26,full_hybrid,False,True,True
COMPOUND-C-CSE421-01,full_hybrid,True,True,True
COMPOUND-C-CSE421-02,full_hybrid,True,True,True
COMPOUND-C-CSE421-03,full_hybrid,True,True,True
COMPOUND-C-CSE421-04,full_hybrid,True,True,True
COMPOUND-C-CSE421-05,full_hybrid,True,True,True
COMPOUND-C-CSE421-06,full_hybrid,True,True,True
COMPOUND-C-CSE421-07,full_hybrid,True,True,True
COMPOUND-C-CSE421-08,full_hybrid,True,True,True
COMPOUND-C-CSE421-09,full_hybrid,True,True,True
COMPOUND-C-CSE421-10,full_hybrid,True,True,True
COMPOUND-C-CSE421-11,full_hybrid,True,True,True
COMPOUND-C-CSE421-12,full_hybrid,True,True,True
COMPOUND-C-CSE421-13,full_hybrid,True,True,True
COMPOUND-C-CSE421-14,full_hybrid,True,True,True
COMPOUND-C-CSE421-15,full_hybrid,True,True,True
COMPOUND-C-CSE421-16,full_hybrid,True,True,True
COMPOUND-C-CSE421-17,full_hybrid,True,True,True
COMPOUND-C-CSE421-18,full_hybrid,True,True,True
COMPOUND-C-CSE421-19,full_hybrid,True,True,True
COMPOUND-C-CSE421-20,full_hybrid,True,True,True
COMPOUND-C-CSE421-21,full_hybrid,True,True,True
COMPOUND-C-CSE421-22,full_hybrid,True,True,True
COMPOUND-C-CSE421-23,full_hybrid,True,True,True
COMPOUND-C-CSE421-24,full_hybrid,True,True,True
COMPOUND-C-CSE421-25,full_hybrid,True,True,True
COMPOUND-C-CSE421-26,full_hybrid,True,True,True
COMPOUND-C-CSE421-27,full_hybrid,True,True,True
COMPOUND-C-CSE421-28,full_hybrid,True,True,True
COMPOUND-C-CSE422-01,full_hybrid,True,True,True
COMPOUND-C-CSE422-02,full_hybrid,True,True,True
COMPOUND-C-CSE422-03,full_hybrid,True,True,True
COMPOUND-C-CSE422-04,full_hybrid,True,True,True
COMPOUND-C-CSE422-05,full_hybrid,True,True,True
COMPOUND-C-CSE422-06,full_hybrid,True,True,True
COMPOUND-C-CSE422-07,full_hybrid,True,True,True
COMPOUND-C-CSE422-08,full_hybrid,True,True,True
COMPOUND-C-CSE422-09,full_hybrid,True,True,True
COMPOUND-C-CSE422-10,full_hybrid,True,True,True
COMPOUND-C-CSE422-11,full_hybrid,True,True,True
COMPOUND-C-CSE422-12,full_hybrid,True,True,True
COMPOUND-C-CSE422-13,full_hybrid,True,True,True
COMPOUND-C-CSE422-14,full_hybrid,True,True,True
COMPOUND-C-CSE422-15,full_hybrid,True,True,True
COMPOUND-C-CSE422-16,full_hybrid,True,True,True
COMPOUND-C-CSE422-17,full_hybrid,True,True,True
COMPOUND-C-CSE422-18,full_hybrid,True,True,True
COMPOUND-C-CSE422-19,full_hybrid,True,True,True
COMPOUND-C-CSE422-20,full_hybrid,True,True,True
COMPOUND-C-CSE423-01,full_hybrid,True,True,True
COMPOUND-C-CSE423-02,full_hybrid,True,True,True
COMPOUND-C-CSE423-03,full_hybrid,True,True,True
COMPOUND-C-CSE423-04,full_hybrid,True,True,True
COMPOUND-C-CSE423-05,full_hybrid,True,True,True
COMPOUND-C-CSE423-06,full_hybrid,True,True,True
COMPOUND-C-CSE423-07,full_hybrid,True,True,True
COMPOUND-C-CSE423-08,full_hybrid,True,True,True
COMPOUND-C-CSE423-09,full_hybrid,True,True,True
COMPOUND-C-CSE423-10,full_hybrid,True,True,True
COMPOUND-C-CSE423-11,full_hybrid,True,True,True
COMPOUND-C-CSE423-12,full_hybrid,True,True,True
COMPOUND-C-CSE423-13,full_hybrid,True,True,True
COMPOUND-C-CSE423-14,full_hybrid,True,True,True
COMPOUND-C-CSE423-15,full_hybrid,True,True,True
COMPOUND-C-CSE423-16,full_hybrid,True,True,True
COMPOUND-C-CSE423-17,full_hybrid,True,True,True
COMPOUND-C-CSE423-18,full_hybrid,True,True,True
COMPOUND-C-CSE423-19,full_hybrid,True,True,True
COMPOUND-C-CSE423-20,full_hybrid,True,True,True
COMPOUND-C-CSE423-21,full_hybrid,True,True,True
COMPOUND-C-CSE423-22,full_hybrid,True,True,True
COMPOUND-C-CSE423-23,full_hybrid,True,True,True
COMPOUND-C-CSE423-24,full_hybrid,True,True,True
COMPOUND-C-CSE460-01,full_hybrid,True,True,True
COMPOUND-C-CSE460-02,full_hybrid,True,True,True
COMPOUND-C-CSE460-03,full_hybrid,True,True,True
COMPOUND-C-CSE460-04,full_hybrid,True,True,True
COMPOUND-C-CSE460-05,full_hybrid,True,True,True
COMPOUND-C-CSE460-06,full_hybrid,True,True,True
COMPOUND-C-CSE460-07,full_hybrid,True,True,True
COMPOUND-C-CSE460-08,full_hybrid,True,True,True
COMPOUND-C-CSE460-09,full_hybrid,True,True,True
COMPOUND-C-CSE460-10,full_hybrid,True,True,True
COMPOUND-C-CSE460-11,full_hybrid,True,True,True
COMPOUND-C-CSE460-12,full_hybrid,True,True,True
COMPOUND-C-CSE461-01,full_hybrid,True,True,True
COMPOUND-C-CSE461-02,full_hybrid,True,True,True
COMPOUND-C-CSE461-03,full_hybrid,True,True,True
COMPOUND-C-CSE461-04,full_hybrid,True,True,True
COMPOUND-C-CSE461-05,full_hybrid,True,True,True
COMPOUND-C-CSE461-06,full_hybrid,True,True,True
COMPOUND-C-CSE461-07,full_hybrid,True,True,True
COMPOUND-C-CSE461-08,full_hybrid,True,True,True
COMPOUND-C-CSE461-09,full_hybrid,True,True,True
COMPOUND-C-CSE470-01,full_hybrid,True,True,True
COMPOUND-C-CSE470-02,full_hybrid,True,True,True
COMPOUND-C-CSE470-03,full_hybrid,True,True,True
COMPOUND-C-CSE470-04,full_hybrid,True,True,True
COMPOUND-C-CSE470-05,full_hybrid,True,True,True
COMPOUND-C-CSE470-06,full_hybrid,True,True,True
COMPOUND-C-CSE470-07,full_hybrid,True,True,True
COMPOUND-C-CSE470-08,full_hybrid,True,True,True
COMPOUND-C-CSE470-09,full_hybrid,True,True,True
COMPOUND-C-CSE470-10,full_hybrid,True,True,True
COMPOUND-C-CSE470-11,full_hybrid,False,False,True
COMPOUND-C-CSE470-12,full_hybrid,False,False,True
COMPOUND-C-CSE470-13,full_hybrid,True,True,True
COMPOUND-C-CSE470-15,full_hybrid,True,True,True
COMPOUND-C-CSE470-16,full_hybrid,True,True,True
COMPOUND-C-CSE470-18,full_hybrid,True,True,True
COMPOUND-C-CSE470-19,full_hybrid,True,True,True
COMPOUND-C-CSE471-01,full_hybrid,True,True,True
COMPOUND-C-CSE471-02,full_hybrid,True,True,True
COMPOUND-C-CSE471-03,full_hybrid,True,True,True
COMPOUND-C-CSE471-04,full_hybrid,True,True,True
COMPOUND-C-CSE471-07,full_hybrid,True,True,True
COMPOUND-C-CSE471-08,full_hybrid,True,True,True
COMPOUND-C-CSE471-09,full_hybrid,True,True,True
COMPOUND-C-CSE471-10,full_hybrid,True,True,True
COMPOUND-C-CSE471-11,full_hybrid,True,True,True
COMPOUND-C-CSE471-14,full_hybrid,True,True,True
COMPOUND-C-CSE471-15,full_hybrid,True,True,True
COMPOUND-C-CSE489-01,full_hybrid,True,True,True
