query_id,config,recall@1,recall@3,recall@5,mrr,ndcg@5,ndcg@10
Q027,vector_only_baseline,1.0,1.0,1.0,1.0,0.8687949224876582,0.9896062251871525
Q027,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q027,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q027,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q027,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q028,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q028,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q028,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q028,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q028,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q029,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q029,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q029,full_hybrid_baseline,1.0,1.0,1.0,1.0,0.46927872602275644,0.7461976723150332
Q029,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,0.4703652827859579,0.8112231196105879
Q029,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q030,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q030,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q030,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q030,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q030,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q031,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q031,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q031,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q031,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q031,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q032,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q032,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q032,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q032,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q032,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q033,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q033,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q033,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q033,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q033,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q034,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q034,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q034,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q034,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q034,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q035,vector_only_baseline,1.0,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
Q035,vector_only_grounded_prf,1.0,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
Q035,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q035,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q035,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q036,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q036,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q036,full_hybrid_baseline,1.0,1.0,1.0,1.0,0.6131471927654584,0.7977228895450266
Q036,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,0.6131471927654584,0.7977228895450266
Q036,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q037,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q037,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q037,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q037,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q037,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q038,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q038,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q038,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q038,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q038,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q039,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q039,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q039,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q039,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q039,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q040,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q040,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q040,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q040,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q040,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q041,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q041,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q041,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q041,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q041,bm25_only,1.0,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
Q042,vector_only_baseline,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q042,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q042,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q042,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q042,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q043,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q043,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q043,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q043,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q043,bm25_only,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q044,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q044,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q044,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,0.9796825595768971
Q044,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,0.9796825595768971
Q044,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q045,vector_only_baseline,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q045,vector_only_grounded_prf,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q045,full_hybrid_baseline,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q045,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q045,bm25_only,1.0,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
Q046,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q046,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q046,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q046,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,0.7653606369886217,0.9325210919548239
Q046,bm25_only,0.0,0.0,0.0,0.1111111111111111,0.0,0.36181498356361597
Q047,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q047,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q047,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q047,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q047,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q048,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q048,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q048,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q048,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q048,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q049,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q049,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q049,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q049,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q049,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q050,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q050,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q050,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q050,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q050,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q051,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q051,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q051,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q051,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q051,bm25_only,1.0,1.0,1.0,1.0,0.8318724637288826,0.9709286432396583
Q052,vector_only_baseline,1.0,1.0,1.0,1.0,0.7653606369886217,0.9010126104210695
Q052,vector_only_grounded_prf,1.0,1.0,1.0,1.0,0.7653606369886217,0.9134015924715543
Q052,full_hybrid_baseline,1.0,1.0,1.0,1.0,0.7653606369886217,0.9010126104210695
Q052,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,0.7653606369886217,0.9134015924715543
Q052,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q053,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q053,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q053,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q053,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q053,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q054,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q054,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q054,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q054,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q054,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q055,vector_only_baseline,1.0,1.0,1.0,1.0,0.8318724637288826,0.9619991470595832
Q055,vector_only_grounded_prf,1.0,1.0,1.0,1.0,0.8318724637288826,0.9619991470595832
Q055,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q055,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q055,bm25_only,1.0,1.0,1.0,1.0,0.9060254355346823,0.9060254355346823
Q056,vector_only_baseline,1.0,1.0,1.0,1.0,1.0,0.9933222998814617
Q056,vector_only_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q056,full_hybrid_baseline,1.0,1.0,1.0,1.0,1.0,1.0
Q056,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,1.0,1.0
Q056,bm25_only,1.0,1.0,1.0,1.0,1.0,1.0
Q057,vector_only_baseline,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q057,vector_only_grounded_prf,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q057,full_hybrid_baseline,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q057,full_hybrid_grounded_prf,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q057,bm25_only,1.0,1.0,1.0,1.0,0.6131471927654584,0.8065735963827293
Q058,vector_only_baseline,0.0,1.0,1.0,0.5,0.6608397947263839,0.7738931964842559
Q058,vector_only_grounded_prf,0.0,1.0,1.0,0.5,0.6608397947263839,0.7738931964842559
Q058,full_hybrid_baseline,0.0,1.0,1.0,0.5,0.6608397947263839,0.7816510974258781
Q058,full_hybrid_grounded_prf,0.0,1.0,1.0,0.5,0.6608397947263839,0.7816510974258781
Q058,bm25_only,0.0,1.0,1.0,0.5,0.6608397947263839,0.7816510974258781
